Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1.0,0.0,1.0,0.0,1.0,0.0,1.0,26,4963,4,5,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,3239,4,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,66,451,1,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,41,321,5,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,32,3043,4,4,4,16,25.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,1755,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,3209,5,5,5,53,51.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,403,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,384,4,4,3,54,51.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,53,532,1,5,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,53,280,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,57,2504,5,4,5,13,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,32,2172,3,4,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,46,447,5,5,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,58,3668,5,5,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,31,601,1,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,31,229,2,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,63,912,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,257,4,4,4,0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,55,463,1,4,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,31,2378,4,5,4,5,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,62,2820,4,4,4,16,23.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,45,1591,4,4,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,57,954,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,54,2775,1,1,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,40,1642,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,68,210,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,59,2329,1,1,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,35,1208,5,3,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,68,1444,4,4,5,13,3.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,33,366,1,3,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,328,4,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,34,2457,4,4,2,0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,46,432,2,4,2,19,47.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,56,1651,3,3,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,31,3387,1,4,1,0,6.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,44,725,3,3,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,58,308,5,5,5,5,9.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,584,5,5,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,52,3984,5,5,3,0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,9,305,3,5,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,23,624,4,5,4,0,22.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,57,649,4,4,3,27,17.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,23,989,4,4,4,37,28.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,29,1709,5,4,5,0,14.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,13,1590,3,5,3,35,30.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,16,771,1,4,1,0,7.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,32,666,5,2,5,72,53.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,54,2897,2,2,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,56,1050,1,1,2,0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,25,3785,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,41,846,5,5,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,36,1337,1,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,874,5,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,27,1400,3,4,3,10,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,46,1607,3,3,3,4,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,228,5,5,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,19,468,2,5,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,59,3711,5,5,4,86,79.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,30,1943,5,3,5,0,5.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,36,1276,4,4,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,25,1563,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,708,1,4,1,20,14.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,46,867,5,2,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,56,351,4,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,11,1703,2,3,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,13,994,2,5,2,0,8.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,22,1521,4,3,4,27,16.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,52,158,5,4,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,2496,2,4,2,0,39.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,43,3487,4,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,822,3,3,5,0,12.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,26,399,3,3,3,8,36.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,53,226,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,2603,2,3,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,51,2337,3,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,22,1174,4,3,4,0,7.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,297,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,2405,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,32,2432,3,1,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,2047,4,2,2,3,12.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,3158,4,5,3,4,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,63,1235,3,3,4,39,24.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,43,2135,1,1,4,1,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,23,2248,2,4,2,1,15.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,25,199,3,3,1,147,141.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,40,3051,4,4,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,17,337,4,4,4,2,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,41,2225,4,4,4,20,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,64,397,3,4,3,3,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,47,957,2,2,2,0,9.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,50,463,4,4,4,176,161.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,66,577,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,39,3919,4,4,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,23,438,4,2,4,0,12.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,70,2176,4,3,1,207,176.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,1961,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,1570,3,3,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,47,237,4,4,3,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,42,216,2,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,52,175,4,5,4,106,105.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,61,3504,2,2,3,127,124.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,61,861,4,2,4,0,26.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,3664,5,5,5,0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,23,679,2,2,2,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,44,545,2,2,5,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,468,4,4,4,34,30.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,54,2172,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,1874,4,4,4,20,10.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,22,522,5,3,5,68,94.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,44,287,4,3,4,0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,24,1189,5,2,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,58,3178,2,1,3,4,9.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,41,493,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,2687,5,5,5,1,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,1630,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,2131,5,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,59,1732,4,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,61,541,4,4,4,15,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,38,1399,1,1,1,15,44.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,16,153,2,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,44,1188,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,21,2588,5,3,3,54,49.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,8,309,4,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,32,817,5,1,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,31,1218,3,5,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,26,1068,2,5,2,20,13.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,66,396,1,1,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,40,345,2,1,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,3306,4,4,4,1,21.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,37,1357,2,2,3,14,12.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,40,2807,4,4,5,28,50.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,54,1050,5,5,3,26,9.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,101,4,2,4,0,33.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,30,630,4,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,67,925,1,1,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,49,3752,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,3510,4,4,1,6,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,39,3133,3,3,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,30,1218,3,5,3,3,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,594,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,61,2002,3,3,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,65,147,5,4,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,42,361,2,4,2,13,30.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,33,266,2,5,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,37,2270,5,5,4,9,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,58,2024,3,3,3,51,52.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,45,663,1,3,1,6,7.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,3487,4,4,4,16,14.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,16,549,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,51,1521,2,2,4,0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,38,1121,2,3,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,160,2,2,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,20,3295,1,3,3,160,173.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,68,733,2,2,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,42,3167,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,22,1755,2,4,2,10,13.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,58,1773,5,4,5,13,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,63,338,5,5,3,0,20.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,26,909,4,4,4,2,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,41,3673,3,2,4,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,19,610,4,1,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,36,603,4,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,65,1189,3,5,3,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,39,631,2,3,2,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,42,909,5,5,1,36,18.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,67,187,3,3,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,41,460,3,3,1,32,27.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,38,1276,3,3,3,0,36.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,54,3977,5,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,36,925,5,1,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,44,196,3,2,3,0,33.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,16,1727,4,3,4,0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,25,129,5,4,5,116,118.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,55,777,1,3,1,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,24,3784,5,2,3,12,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,61,109,2,5,2,42,31.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,72,1671,1,1,1,4,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,59,448,2,2,4,0,10.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,62,3054,5,5,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,26,302,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,9,972,3,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,1798,5,5,3,15,12.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,34,1672,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,53,184,0,2,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,3930,4,4,3,3,4.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,23,866,4,1,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,58,416,4,4,3,8,5.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,37,3784,3,3,4,2,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,25,1607,5,5,5,41,20.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,436,4,4,5,49,62.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,50,1192,1,1,4,6,2.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,3075,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,53,328,2,2,4,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,259,1,1,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,577,2,2,5,1,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,12,3326,4,5,4,4,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,62,2552,5,4,5,6,7.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,63,140,4,4,1,5,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,39,1440,2,2,1,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,42,134,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,22,192,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,70,289,1,4,1,2,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,47,201,1,1,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,63,119,5,4,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,1926,4,4,4,0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,31,639,2,4,2,2,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,59,846,3,3,3,3,8.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,26,992,4,5,4,0,5.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,34,1820,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,38,1888,4,4,3,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,42,1379,2,4,4,28,24.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,2787,2,4,2,4,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,56,366,4,4,3,34,32.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,403,4,4,3,16,2.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,34,3356,4,4,4,5,4.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,23,3164,4,5,4,16,15.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,22,312,1,3,1,0,6.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,49,1167,2,2,3,9,9.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,612,2,2,4,29,20.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,3118,5,5,2,8,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,2227,5,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,34,2048,5,5,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,49,838,5,5,3,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,29,179,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,52,872,3,3,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,12,413,5,4,5,0,7.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,53,481,2,2,2,0,11.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,39,1926,3,3,2,0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,581,5,5,1,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,35,273,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,30,2894,3,4,3,8,5.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,38,399,4,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,37,541,2,4,2,0,9.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,54,153,3,5,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,64,980,3,4,3,0,9.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,27,577,4,2,4,35,17.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,429,4,4,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,3623,5,5,4,56,40.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,33,1416,3,3,3,0,2.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,19,331,5,5,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,7,255,5,4,5,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,38,991,5,2,5,0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,31,1050,4,3,4,0,18.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,80,1766,5,5,4,5,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,53,759,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,20,1491,4,5,4,21,8.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,39,1995,5,4,5,2,11.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,21,1671,2,2,2,3,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,55,425,4,4,5,6,9.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,16,1091,3,4,3,15,17.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,28,1091,4,3,4,0,2.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,43,2174,2,2,5,0,17.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,32,337,4,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,45,2673,4,4,5,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,11,749,3,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,53,3236,5,5,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,16,285,1,4,1,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,1211,3,4,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,2565,4,2,5,100,134.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,874,2,2,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,20,631,2,4,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,60,3507,3,3,5,2,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,36,2133,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,54,258,5,5,5,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,20,528,3,2,3,12,10.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,35,566,4,1,4,0,8.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,31,416,3,4,3,0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,2409,4,4,3,39,28.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,27,308,5,1,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,12,201,4,3,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,3466,4,4,3,0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,9,589,3,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,32,373,4,4,4,77,63.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,64,1874,2,2,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,53,3765,2,2,2,41,10.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,26,2319,4,5,4,0,3.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,482,1,3,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,35,3322,4,4,3,0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,214,1,4,1,11,7.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,47,281,2,2,3,25,36.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,24,2039,1,4,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,23,479,5,5,5,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,48,746,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,42,406,2,3,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,64,300,3,3,2,0,21.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,15,2924,4,5,4,15,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,38,2032,2,2,3,2,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,59,1197,4,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,46,2790,2,2,2,4,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,58,802,5,2,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,36,1951,2,2,3,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,55,1084,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,19,1771,1,2,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,2769,5,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,55,1728,5,5,5,6,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,50,522,3,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,2245,5,5,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,846,4,4,5,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,40,667,5,2,5,0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,34,304,3,4,3,3,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,25,1464,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,551,3,3,5,17,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,1619,3,3,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,57,3535,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,1464,4,4,4,100,91.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,32,1904,2,3,2,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,41,733,4,1,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,62,1372,1,1,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,40,1055,1,4,1,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,18,965,4,5,4,15,1.0
